Area Code (M49);Area;Element;Item;Year;Value
499;Montenegro;Export quantity;Eggs;2022;0
499;Montenegro;Domestic supply quantity;Eggs;2022;10
499;Montenegro;Losses;Eggs;2022;1
499;Montenegro;Residuals;Eggs;2022;0
499;Montenegro;Food;Eggs;2022;9
504;Morocco;Production;Poultry Meat;2022;645
504;Morocco;Import quantity;Poultry Meat;2022;10
504;Morocco;Stock Variation;Poultry Meat;2022;0
504;Morocco;Export quantity;Poultry Meat;2022;1
504;Morocco;Domestic supply quantity;Poultry Meat;2022;654
504;Morocco;Residuals;Poultry Meat;2022;0
504;Morocco;Food;Poultry Meat;2022;654
504;Morocco;Production;Eggs;2022;390
504;Morocco;Import quantity;Eggs;2022;2
504;Morocco;Stock Variation;Eggs;2022;-2
504;Morocco;Export quantity;Eggs;2022;41
504;Morocco;Domestic supply quantity;Eggs;2022;354
504;Morocco;Losses;Eggs;2022;30
504;Morocco;Residuals;Eggs;2022;-36
504;Morocco;Food;Eggs;2022;304
508;Mozambique;Production;Poultry Meat;2022;150
508;Mozambique;Import quantity;Poultry Meat;2022;44
508;Mozambique;Stock Variation;Poultry Meat;2022;0
508;Mozambique;Export quantity;Poultry Meat;2022;0
508;Mozambique;Domestic supply quantity;Poultry Meat;2022;194
508;Mozambique;Residuals;Poultry Meat;2022;0
508;Mozambique;Food;Poultry Meat;2022;194
508;Mozambique;Production;Eggs;2022;15
508;Mozambique;Import quantity;Eggs;2022;4
508;Mozambique;Stock Variation;Eggs;2022;0
508;Mozambique;Export quantity;Eggs;2022;0
508;Mozambique;Domestic supply quantity;Eggs;2022;18
508;Mozambique;Losses;Eggs;2022;1
508;Mozambique;Residuals;Eggs;2022;0
508;Mozambique;Food;Eggs;2022;16
104;Myanmar;Production;Poultry Meat;2022;683
104;Myanmar;Import quantity;Poultry Meat;2022;1
104;Myanmar;Stock Variation;Poultry Meat;2022;0
104;Myanmar;Domestic supply quantity;Poultry Meat;2022;683
104;Myanmar;Losses;Poultry Meat;2022;28
104;Myanmar;Residuals;Poultry Meat;2022;0
104;Myanmar;Food;Poultry Meat;2022;655
104;Myanmar;Production;Eggs;2022;132
104;Myanmar;Import quantity;Eggs;2022;0
104;Myanmar;Stock Variation;Eggs;2022;0
104;Myanmar;Domestic supply quantity;Eggs;2022;132
104;Myanmar;Losses;Eggs;2022;7
104;Myanmar;Residuals;Eggs;2022;0
104;Myanmar;Food;Eggs;2022;107
516;Namibia;Production;Poultry Meat;2022;12
516;Namibia;Import quantity;Poultry Meat;2022;32
516;Namibia;Stock Variation;Poultry Meat;2022;0
516;Namibia;Export quantity;Poultry Meat;2022;19
516;Namibia;Domestic supply quantity;Poultry Meat;2022;24
516;Namibia;Residuals;Poultry Meat;2022;0
516;Namibia;Food;Poultry Meat;2022;24
516;Namibia;Production;Eggs;2022;4
516;Namibia;Import quantity;Eggs;2022;0
516;Namibia;Stock Variation;Eggs;2022;0
516;Namibia;Export quantity;Eggs;2022;0
516;Namibia;Domestic supply quantity;Eggs;2022;4
516;Namibia;Losses;Eggs;2022;0
516;Namibia;Residuals;Eggs;2022;0
516;Namibia;Food;Eggs;2022;3
520;Nauru;Production;Poultry Meat;2022;0
520;Nauru;Import quantity;Poultry Meat;2022;1
520;Nauru;Stock Variation;Poultry Meat;2022;0
520;Nauru;Domestic supply quantity;Poultry Meat;2022;1
520;Nauru;Losses;Poultry Meat;2022;0
520;Nauru;Residuals;Poultry Meat;2022;0
520;Nauru;Food;Poultry Meat;2022;1
520;Nauru;Production;Eggs;2022;0
520;Nauru;Import quantity;Eggs;2022;0
520;Nauru;Domestic supply quantity;Eggs;2022;0
520;Nauru;Losses;Eggs;2022;0
520;Nauru;Residuals;Eggs;2022;0
520;Nauru;Food;Eggs;2022;0
524;Nepal;Production;Poultry Meat;2022;206
524;Nepal;Import quantity;Poultry Meat;2022;0
524;Nepal;Stock Variation;Poultry Meat;2022;0
524;Nepal;Domestic supply quantity;Poultry Meat;2022;206
524;Nepal;Tourist consumption;Poultry Meat;2022;0
524;Nepal;Residuals;Poultry Meat;2022;0
524;Nepal;Food;Poultry Meat;2022;205
524;Nepal;Production;Eggs;2022;67
524;Nepal;Import quantity;Eggs;2022;0
524;Nepal;Stock Variation;Eggs;2022;0
524;Nepal;Domestic supply quantity;Eggs;2022;67
524;Nepal;Losses;Eggs;2022;2
524;Nepal;Tourist consumption;Eggs;2022;0
524;Nepal;Residuals;Eggs;2022;0
524;Nepal;Food;Eggs;2022;58
528;Netherlands (Kingdom of the);Production;Poultry Meat;2022;876
528;Netherlands (Kingdom of the);Import quantity;Poultry Meat;2022;897
528;Netherlands (Kingdom of the);Stock Variation;Poultry Meat;2022;0
528;Netherlands (Kingdom of the);Export quantity;Poultry Meat;2022;1365
528;Netherlands (Kingdom of the);Domestic supply quantity;Poultry Meat;2022;408
528;Netherlands (Kingdom of the);Residuals;Poultry Meat;2022;-6
528;Netherlands (Kingdom of the);Food;Poultry Meat;2022;242
528;Netherlands (Kingdom of the);Production;Eggs;2022;671
528;Netherlands (Kingdom of the);Import quantity;Eggs;2022;445
528;Netherlands (Kingdom of the);Stock Variation;Eggs;2022;0
528;Netherlands (Kingdom of the);Export quantity;Eggs;2022;552
528;Netherlands (Kingdom of the);Domestic supply quantity;Eggs;2022;564
528;Netherlands (Kingdom of the);Losses;Eggs;2022;2
528;Netherlands (Kingdom of the);Residuals;Eggs;2022;-66
528;Netherlands (Kingdom of the);Food;Eggs;2022;581
540;New Caledonia;Production;Poultry Meat;2022;1
540;New Caledonia;Import quantity;Poultry Meat;2022;10
540;New Caledonia;Stock Variation;Poultry Meat;2022;0
540;New Caledonia;Domestic supply quantity;Poultry Meat;2022;11
540;New Caledonia;Tourist consumption;Poultry Meat;2022;0
540;New Caledonia;Residuals;Poultry Meat;2022;0
540;New Caledonia;Food;Poultry Meat;2022;11
540;New Caledonia;Production;Eggs;2022;3
540;New Caledonia;Import quantity;Eggs;2022;1
540;New Caledonia;Stock Variation;Eggs;2022;0
540;New Caledonia;Export quantity;Eggs;2022;0
540;New Caledonia;Domestic supply quantity;Eggs;2022;3
540;New Caledonia;Losses;Eggs;2022;0
540;New Caledonia;Tourist consumption;Eggs;2022;0
540;New Caledonia;Residuals;Eggs;2022;0
540;New Caledonia;Food;Eggs;2022;3
554;New Zealand;Production;Poultry Meat;2022;221
554;New Zealand;Import quantity;Poultry Meat;2022;1
554;New Zealand;Stock Variation;Poultry Meat;2022;-9
554;New Zealand;Export quantity;Poultry Meat;2022;15
554;New Zealand;Domestic supply quantity;Poultry Meat;2022;216
554;New Zealand;Residuals;Poultry Meat;2022;0
554;New Zealand;Food;Poultry Meat;2022;134
554;New Zealand;Production;Eggs;2022;61
554;New Zealand;Import quantity;Eggs;2022;4
554;New Zealand;Stock Variation;Eggs;2022;0
554;New Zealand;Export quantity;Eggs;2022;1
554;New Zealand;Domestic supply quantity;Eggs;2022;63
554;New Zealand;Losses;Eggs;2022;2
554;New Zealand;Residuals;Eggs;2022;0
554;New Zealand;Food;Eggs;2022;53
558;Nicaragua;Production;Poultry Meat;2022;154
558;Nicaragua;Import quantity;Poultry Meat;2022;11
558;Nicaragua;Stock Variation;Poultry Meat;2022;0
558;Nicaragua;Export quantity;Poultry Meat;2022;0
558;Nicaragua;Domestic supply quantity;Poultry Meat;2022;165
558;Nicaragua;Residuals;Poultry Meat;2022;0
558;Nicaragua;Food;Poultry Meat;2022;165
558;Nicaragua;Production;Eggs;2022;38
558;Nicaragua;Import quantity;Eggs;2022;2
558;Nicaragua;Stock Variation;Eggs;2022;0
558;Nicaragua;Export quantity;Eggs;2022;1
558;Nicaragua;Domestic supply quantity;Eggs;2022;39
558;Nicaragua;Losses;Eggs;2022;1
558;Nicaragua;Residuals;Eggs;2022;0
558;Nicaragua;Food;Eggs;2022;32
562;Niger;Production;Poultry Meat;2022;20
562;Niger;Import quantity;Poultry Meat;2022;2
562;Niger;Stock Variation;Poultry Meat;2022;0
562;Niger;Domestic supply quantity;Poultry Meat;2022;22
562;Niger;Residuals;Poultry Meat;2022;0
562;Niger;Food;Poultry Meat;2022;22
562;Niger;Production;Eggs;2022;11
562;Niger;Import quantity;Eggs;2022;0
562;Niger;Stock Variation;Eggs;2022;0
562;Niger;Domestic supply quantity;Eggs;2022;11
562;Niger;Losses;Eggs;2022;2
562;Niger;Residuals;Eggs;2022;0
562;Niger;Food;Eggs;2022;6
566;Nigeria;Production;Poultry Meat;2022;355
566;Nigeria;Import quantity;Poultry Meat;2022;0
566;Nigeria;Stock Variation;Poultry Meat;2022;0
566;Nigeria;Export quantity;Poultry Meat;2022;0
566;Nigeria;Domestic supply quantity;Poultry Meat;2022;355
566;Nigeria;Residuals;Poultry Meat;2022;0
566;Nigeria;Food;Poultry Meat;2022;355
566;Nigeria;Production;Eggs;2022;664
566;Nigeria;Import quantity;Eggs;2022;3
566;Nigeria;Stock Variation;Eggs;2022;0
566;Nigeria;Export quantity;Eggs;2022;0
566;Nigeria;Domestic supply quantity;Eggs;2022;667
566;Nigeria;Losses;Eggs;2022;58
566;Nigeria;Residuals;Eggs;2022;0
566;Nigeria;Food;Eggs;2022;595
807;North Macedonia;Production;Poultry Meat;2022;2
807;North Macedonia;Import quantity;Poultry Meat;2022;37
807;North Macedonia;Stock Variation;Poultry Meat;2022;0
807;North Macedonia;Export quantity;Poultry Meat;2022;1
807;North Macedonia;Domestic supply quantity;Poultry Meat;2022;38
807;North Macedonia;Residuals;Poultry Meat;2022;0
807;North Macedonia;Food;Poultry Meat;2022;38
807;North Macedonia;Production;Eggs;2022;7
807;North Macedonia;Import quantity;Eggs;2022;6
807;North Macedonia;Stock Variation;Eggs;2022;0
807;North Macedonia;Export quantity;Eggs;2022;0
807;North Macedonia;Domestic supply quantity;Eggs;2022;13
807;North Macedonia;Losses;Eggs;2022;1
807;North Macedonia;Residuals;Eggs;2022;0
807;North Macedonia;Food;Eggs;2022;12
578;Norway;Production;Poultry Meat;2022;115
578;Norway;Import quantity;Poultry Meat;2022;4
578;Norway;Stock Variation;Poultry Meat;2022;0
578;Norway;Export quantity;Poultry Meat;2022;0
578;Norway;Domestic supply quantity;Poultry Meat;2022;118
578;Norway;Residuals;Poultry Meat;2022;0
578;Norway;Food;Poultry Meat;2022;117
578;Norway;Production;Eggs;2022;74
578;Norway;Import quantity;Eggs;2022;1
578;Norway;Stock Variation;Eggs;2022;0
578;Norway;Export quantity;Eggs;2022;2
578;Norway;Domestic supply quantity;Eggs;2022;73
578;Norway;Losses;Eggs;2022;1
578;Norway;Residuals;Eggs;2022;-1
578;Norway;Food;Eggs;2022;67
512;Oman;Production;Poultry Meat;2022;7
512;Oman;Import quantity;Poultry Meat;2022;105
512;Oman;Stock Variation;Poultry Meat;2022;9
512;Oman;Export quantity;Poultry Meat;2022;15
512;Oman;Domestic supply quantity;Poultry Meat;2022;87
512;Oman;Residuals;Poultry Meat;2022;0
512;Oman;Food;Poultry Meat;2022;87
512;Oman;Production;Eggs;2022;31
512;Oman;Import quantity;Eggs;2022;37
512;Oman;Stock Variation;Eggs;2022;0
512;Oman;Export quantity;Eggs;2022;9
512;Oman;Domestic supply quantity;Eggs;2022;60
512;Oman;Losses;Eggs;2022;3
512;Oman;Residuals;Eggs;2022;0
512;Oman;Food;Eggs;2022;56
586;Pakistan;Production;Poultry Meat;2022;1982
586;Pakistan;Import quantity;Poultry Meat;2022;0
586;Pakistan;Stock Variation;Poultry Meat;2022;0
586;Pakistan;Export quantity;Poultry Meat;2022;1
586;Pakistan;Domestic supply quantity;Poultry Meat;2022;1981
586;Pakistan;Residuals;Poultry Meat;2022;-1
586;Pakistan;Food;Poultry Meat;2022;1982
586;Pakistan;Production;Eggs;2022;1080
586;Pakistan;Import quantity;Eggs;2022;0
586;Pakistan;Stock Variation;Eggs;2022;0
586;Pakistan;Export quantity;Eggs;2022;5
586;Pakistan;Domestic supply quantity;Eggs;2022;1076
586;Pakistan;Losses;Eggs;2022;97
586;Pakistan;Residuals;Eggs;2022;0
586;Pakistan;Food;Eggs;2022;905
591;Panama;Production;Poultry Meat;2022;224
591;Panama;Import quantity;Poultry Meat;2022;18
591;Panama;Stock Variation;Poultry Meat;2022;14
591;Panama;Export quantity;Poultry Meat;2022;0
591;Panama;Domestic supply quantity;Poultry Meat;2022;227
591;Panama;Losses;Poultry Meat;2022;2
591;Panama;Residuals;Poultry Meat;2022;0
591;Panama;Food;Poultry Meat;2022;223
591;Panama;Production;Eggs;2022;42
591;Panama;Import quantity;Eggs;2022;1
591;Panama;Stock Variation;Eggs;2022;0
591;Panama;Export quantity;Eggs;2022;2
591;Panama;Domestic supply quantity;Eggs;2022;41
591;Panama;Losses;Eggs;2022;2
591;Panama;Residuals;Eggs;2022;0
591;Panama;Food;Eggs;2022;34
598;Papua New Guinea;Production;Poultry Meat;2022;7
598;Papua New Guinea;Import quantity;Poultry Meat;2022;29
598;Papua New Guinea;Stock Variation;Poultry Meat;2022;0
598;Papua New Guinea;Domestic supply quantity;Poultry Meat;2022;36
598;Papua New Guinea;Residuals;Poultry Meat;2022;0
598;Papua New Guinea;Food;Poultry Meat;2022;36
598;Papua New Guinea;Production;Eggs;2022;5
598;Papua New Guinea;Import quantity;Eggs;2022;0
598;Papua New Guinea;Domestic supply quantity;Eggs;2022;6
598;Papua New Guinea;Losses;Eggs;2022;1
598;Papua New Guinea;Residuals;Eggs;2022;0
598;Papua New Guinea;Food;Eggs;2022;5
600;Paraguay;Production;Poultry Meat;2022;79
600;Paraguay;Import quantity;Poultry Meat;2022;1
600;Paraguay;Stock Variation;Poultry Meat;2022;0
600;Paraguay;Export quantity;Poultry Meat;2022;9
600;Paraguay;Domestic supply quantity;Poultry Meat;2022;71
600;Paraguay;Residuals;Poultry Meat;2022;0
600;Paraguay;Food;Poultry Meat;2022;71
600;Paraguay;Production;Eggs;2022;123
600;Paraguay;Import quantity;Eggs;2022;2
600;Paraguay;Stock Variation;Eggs;2022;0
600;Paraguay;Domestic supply quantity;Eggs;2022;125
600;Paraguay;Losses;Eggs;2022;3
600;Paraguay;Residuals;Eggs;2022;0
600;Paraguay;Food;Eggs;2022;120
604;Peru;Production;Poultry Meat;2022;1802
604;Peru;Import quantity;Poultry Meat;2022;87
604;Peru;Stock Variation;Poultry Meat;2022;0
604;Peru;Export quantity;Poultry Meat;2022;1
604;Peru;Domestic supply quantity;Poultry Meat;2022;1888
604;Peru;Losses;Poultry Meat;2022;409
604;Peru;Residuals;Poultry Meat;2022;0
604;Peru;Food;Poultry Meat;2022;1479
604;Peru;Production;Eggs;2022;511
604;Peru;Import quantity;Eggs;2022;0
604;Peru;Stock Variation;Eggs;2022;0
604;Peru;Export quantity;Eggs;2022;4
604;Peru;Domestic supply quantity;Eggs;2022;507
604;Peru;Losses;Eggs;2022;72
604;Peru;Residuals;Eggs;2022;-4
604;Peru;Food;Eggs;2022;376
608;Philippines;Production;Poultry Meat;2022;1459
608;Philippines;Import quantity;Poultry Meat;2022;360
608;Philippines;Stock Variation;Poultry Meat;2022;0
608;Philippines;Export quantity;Poultry Meat;2022;2
608;Philippines;Domestic supply quantity;Poultry Meat;2022;1818
608;Philippines;Residuals;Poultry Meat;2022;0
608;Philippines;Food;Poultry Meat;2022;1818
608;Philippines;Production;Eggs;2022;764
608;Philippines;Import quantity;Eggs;2022;5
608;Philippines;Stock Variation;Eggs;2022;1
608;Philippines;Export quantity;Eggs;2022;0
608;Philippines;Domestic supply quantity;Eggs;2022;768
608;Philippines;Losses;Eggs;2022;24
608;Philippines;Residuals;Eggs;2022;0
608;Philippines;Food;Eggs;2022;643
616;Poland;Production;Poultry Meat;2022;2734
616;Poland;Import quantity;Poultry Meat;2022;78
616;Poland;Stock Variation;Poultry Meat;2022;5
616;Poland;Export quantity;Poultry Meat;2022;1513
616;Poland;Domestic supply quantity;Poultry Meat;2022;1293
616;Poland;Losses;Poultry Meat;2022;28
616;Poland;Residuals;Poultry Meat;2022;0
616;Poland;Food;Poultry Meat;2022;1177
616;Poland;Production;Eggs;2022;554
616;Poland;Import quantity;Eggs;2022;44
616;Poland;Stock Variation;Eggs;2022;0
616;Poland;Export quantity;Eggs;2022;328
616;Poland;Domestic supply quantity;Eggs;2022;270
616;Poland;Losses;Eggs;2022;2
616;Poland;Residuals;Eggs;2022;-9
616;Poland;Food;Eggs;2022;214
620;Portugal;Production;Poultry Meat;2022;369
620;Portugal;Import quantity;Poultry Meat;2022;94
620;Portugal;Stock Variation;Poultry Meat;2022;90
620;Portugal;Export quantity;Poultry Meat;2022;36
620;Portugal;Domestic supply quantity;Poultry Meat;2022;338
620;Portugal;Residuals;Poultry Meat;2022;0
620;Portugal;Food;Poultry Meat;2022;337
620;Portugal;Production;Eggs;2022;150
620;Portugal;Import quantity;Eggs;2022;32
620;Portugal;Stock Variation;Eggs;2022;3
620;Portugal;Export quantity;Eggs;2022;35
620;Portugal;Domestic supply quantity;Eggs;2022;144
620;Portugal;Losses;Eggs;2022;3
620;Portugal;Residuals;Eggs;2022;-7
620;Portugal;Food;Eggs;2022;122
634;Qatar;Production;Poultry Meat;2022;26
634;Qatar;Import quantity;Poultry Meat;2022;149
634;Qatar;Stock Variation;Poultry Meat;2022;10
634;Qatar;Domestic supply quantity;Poultry Meat;2022;165
634;Qatar;Losses;Poultry Meat;2022;5
634;Qatar;Residuals;Poultry Meat;2022;0
634;Qatar;Food;Poultry Meat;2022;159
634;Qatar;Production;Eggs;2022;12
634;Qatar;Import quantity;Eggs;2022;46
634;Qatar;Stock Variation;Eggs;2022;0
634;Qatar;Export quantity;Eggs;2022;0
634;Qatar;Domestic supply quantity;Eggs;2022;58
634;Qatar;Losses;Eggs;2022;1
634;Qatar;Residuals;Eggs;2022;0
634;Qatar;Food;Eggs;2022;55
410;Republic of Korea;Production;Poultry Meat;2022;972
410;Republic of Korea;Import quantity;Poultry Meat;2022;224
410;Republic of Korea;Stock Variation;Poultry Meat;2022;0
410;Republic of Korea;Export quantity;Poultry Meat;2022;66
410;Republic of Korea;Domestic supply quantity;Poultry Meat;2022;1130
410;Republic of Korea;Residuals;Poultry Meat;2022;0
410;Republic of Korea;Food;Poultry Meat;2022;1130
410;Republic of Korea;Production;Eggs;2022;785
410;Republic of Korea;Import quantity;Eggs;2022;18
410;Republic of Korea;Stock Variation;Eggs;2022;0
410;Republic of Korea;Export quantity;Eggs;2022;0
410;Republic of Korea;Domestic supply quantity;Eggs;2022;803
410;Republic of Korea;Losses;Eggs;2022;69
410;Republic of Korea;Residuals;Eggs;2022;0
410;Republic of Korea;Food;Eggs;2022;653
498;Republic of Moldova;Production;Poultry Meat;2022;46
498;Republic of Moldova;Import quantity;Poultry Meat;2022;23
498;Republic of Moldova;Stock Variation;Poultry Meat;2022;0
498;Republic of Moldova;Export quantity;Poultry Meat;2022;0
498;Republic of Moldova;Domestic supply quantity;Poultry Meat;2022;69
498;Republic of Moldova;Residuals;Poultry Meat;2022;0
498;Republic of Moldova;Food;Poultry Meat;2022;69
498;Republic of Moldova;Production;Eggs;2022;33
498;Republic of Moldova;Import quantity;Eggs;2022;0
498;Republic of Moldova;Stock Variation;Eggs;2022;0
498;Republic of Moldova;Domestic supply quantity;Eggs;2022;33
498;Republic of Moldova;Losses;Eggs;2022;0
498;Republic of Moldova;Residuals;Eggs;2022;0
498;Republic of Moldova;Food;Eggs;2022;31
642;Romania;Production;Poultry Meat;2022;475
642;Romania;Import quantity;Poultry Meat;2022;135
642;Romania;Stock Variation;Poultry Meat;2022;81
642;Romania;Export quantity;Poultry Meat;2022;100
642;Romania;Domestic supply quantity;Poultry Meat;2022;429
642;Romania;Residuals;Poultry Meat;2022;0
642;Romania;Food;Poultry Meat;2022;425
642;Romania;Production;Eggs;2022;277
642;Romania;Import quantity;Eggs;2022;26
642;Romania;Stock Variation;Eggs;2022;0
642;Romania;Export quantity;Eggs;2022;26
642;Romania;Domestic supply quantity;Eggs;2022;276
642;Romania;Losses;Eggs;2022;9
642;Romania;Residuals;Eggs;2022;0
642;Romania;Food;Eggs;2022;256
643;Russian Federation;Production;Poultry Meat;2022;5308
643;Russian Federation;Import quantity;Poultry Meat;2022;52
643;Russian Federation;Stock Variation;Poultry Meat;2022;5
643;Russian Federation;Export quantity;Poultry Meat;2022;259
643;Russian Federation;Domestic supply quantity;Poultry Meat;2022;5096
643;Russian Federation;Losses;Poultry Meat;2022;8
643;Russian Federation;Residuals;Poultry Meat;2022;-17
643;Russian Federation;Food;Poultry Meat;2022;4953
643;Russian Federation;Production;Eggs;2022;2586
643;Russian Federation;Import quantity;Eggs;2022;39
643;Russian Federation;Stock Variation;Eggs;2022;0
643;Russian Federation;Export quantity;Eggs;2022;27
643;Russian Federation;Domestic supply quantity;Eggs;2022;2598
643;Russian Federation;Losses;Eggs;2022;7
643;Russian Federation;Residuals;Eggs;2022;0
643;Russian Federation;Food;Eggs;2022;2425
646;Rwanda;Production;Poultry Meat;2022;9
646;Rwanda;Import quantity;Poultry Meat;2022;4
646;Rwanda;Stock Variation;Poultry Meat;2022;0
646;Rwanda;Export quantity;Poultry Meat;2022;2
646;Rwanda;Domestic supply quantity;Poultry Meat;2022;10
646;Rwanda;Residuals;Poultry Meat;2022;0
646;Rwanda;Food;Poultry Meat;2022;10
646;Rwanda;Production;Eggs;2022;8
646;Rwanda;Import quantity;Eggs;2022;0
646;Rwanda;Stock Variation;Eggs;2022;0
646;Rwanda;Export quantity;Eggs;2022;1
646;Rwanda;Domestic supply quantity;Eggs;2022;7
646;Rwanda;Losses;Eggs;2022;1
646;Rwanda;Residuals;Eggs;2022;0
646;Rwanda;Food;Eggs;2022;4
659;Saint Kitts and Nevis;Production;Poultry Meat;2022;0
659;Saint Kitts and Nevis;Import quantity;Poultry Meat;2022;3
659;Saint Kitts and Nevis;Stock Variation;Poultry Meat;2022;0
659;Saint Kitts and Nevis;Export quantity;Poultry Meat;2022;0
659;Saint Kitts and Nevis;Domestic supply quantity;Poultry Meat;2022;4
659;Saint Kitts and Nevis;Losses;Poultry Meat;2022;0
659;Saint Kitts and Nevis;Tourist consumption;Poultry Meat;2022;1
659;Saint Kitts and Nevis;Residuals;Poultry Meat;2022;0
659;Saint Kitts and Nevis;Food;Poultry Meat;2022;3
659;Saint Kitts and Nevis;Production;Eggs;2022;0
659;Saint Kitts and Nevis;Import quantity;Eggs;2022;0
659;Saint Kitts and Nevis;Domestic supply quantity;Eggs;2022;0
659;Saint Kitts and Nevis;Losses;Eggs;2022;0
659;Saint Kitts and Nevis;Tourist consumption;Eggs;2022;0
659;Saint Kitts and Nevis;Residuals;Eggs;2022;0
659;Saint Kitts and Nevis;Food;Eggs;2022;0
662;Saint Lucia;Production;Poultry Meat;2022;1
662;Saint Lucia;Import quantity;Poultry Meat;2022;11
662;Saint Lucia;Stock Variation;Poultry Meat;2022;0
662;Saint Lucia;Domestic supply quantity;Poultry Meat;2022;12
662;Saint Lucia;Tourist consumption;Poultry Meat;2022;0
662;Saint Lucia;Residuals;Poultry Meat;2022;0
662;Saint Lucia;Food;Poultry Meat;2022;12
662;Saint Lucia;Production;Eggs;2022;1
662;Saint Lucia;Import quantity;Eggs;2022;0
662;Saint Lucia;Stock Variation;Eggs;2022;0
662;Saint Lucia;Domestic supply quantity;Eggs;2022;1
662;Saint Lucia;Losses;Eggs;2022;0
662;Saint Lucia;Tourist consumption;Eggs;2022;0
662;Saint Lucia;Residuals;Eggs;2022;0
662;Saint Lucia;Food;Eggs;2022;1
670;Saint Vincent and the Grenadines;Production;Poultry Meat;2022;0
670;Saint Vincent and the Grenadines;Import quantity;Poultry Meat;2022;10
670;Saint Vincent and the Grenadines;Stock Variation;Poultry Meat;2022;0
670;Saint Vincent and the Grenadines;Export quantity;Poultry Meat;2022;0
670;Saint Vincent and the Grenadines;Domestic supply quantity;Poultry Meat;2022;10
670;Saint Vincent and the Grenadines;Tourist consumption;Poultry Meat;2022;0
670;Saint Vincent and the Grenadines;Residuals;Poultry Meat;2022;0
670;Saint Vincent and the Grenadines;Food;Poultry Meat;2022;10
670;Saint Vincent and the Grenadines;Production;Eggs;2022;1
670;Saint Vincent and the Grenadines;Import quantity;Eggs;2022;0
670;Saint Vincent and the Grenadines;Domestic supply quantity;Eggs;2022;1
670;Saint Vincent and the Grenadines;Losses;Eggs;2022;0
670;Saint Vincent and the Grenadines;Tourist consumption;Eggs;2022;0
670;Saint Vincent and the Grenadines;Residuals;Eggs;2022;0
670;Saint Vincent and the Grenadines;Food;Eggs;2022;1
882;Samoa;Production;Poultry Meat;2022;0
882;Samoa;Import quantity;Poultry Meat;2022;17
882;Samoa;Stock Variation;Poultry Meat;2022;0
882;Samoa;Domestic supply quantity;Poultry Meat;2022;18
882;Samoa;Tourist consumption;Poultry Meat;2022;1
882;Samoa;Residuals;Poultry Meat;2022;0
882;Samoa;Food;Poultry Meat;2022;16
882;Samoa;Production;Eggs;2022;0
882;Samoa;Import quantity;Eggs;2022;0
882;Samoa;Domestic supply quantity;Eggs;2022;0
882;Samoa;Losses;Eggs;2022;0
882;Samoa;Tourist consumption;Eggs;2022;0
882;Samoa;Residuals;Eggs;2022;0
882;Samoa;Food;Eggs;2022;0
678;Sao Tome and Principe;Production;Poultry Meat;2022;1
678;Sao Tome and Principe;Import quantity;Poultry Meat;2022;2
678;Sao Tome and Principe;Stock Variation;Poultry Meat;2022;0
678;Sao Tome and Principe;Domestic supply quantity;Poultry Meat;2022;3
678;Sao Tome and Principe;Residuals;Poultry Meat;2022;0
678;Sao Tome and Principe;Food;Poultry Meat;2022;3
678;Sao Tome and Principe;Production;Eggs;2022;0
678;Sao Tome and Principe;Import quantity;Eggs;2022;0
678;Sao Tome and Principe;Domestic supply quantity;Eggs;2022;0
678;Sao Tome and Principe;Losses;Eggs;2022;0
678;Sao Tome and Principe;Residuals;Eggs;2022;0
678;Sao Tome and Principe;Food;Eggs;2022;0
682;Saudi Arabia;Production;Poultry Meat;2022;1130
682;Saudi Arabia;Import quantity;Poultry Meat;2022;551
682;Saudi Arabia;Stock Variation;Poultry Meat;2022;1
682;Saudi Arabia;Export quantity;Poultry Meat;2022;21
682;Saudi Arabia;Domestic supply quantity;Poultry Meat;2022;1659
682;Saudi Arabia;Residuals;Poultry Meat;2022;0
682;Saudi Arabia;Food;Poultry Meat;2022;1659
682;Saudi Arabia;Production;Eggs;2022;375
682;Saudi Arabia;Import quantity;Eggs;2022;47
682;Saudi Arabia;Stock Variation;Eggs;2022;2
682;Saudi Arabia;Export quantity;Eggs;2022;1
682;Saudi Arabia;Domestic supply quantity;Eggs;2022;419
682;Saudi Arabia;Losses;Eggs;2022;20
682;Saudi Arabia;Residuals;Eggs;2022;0
682;Saudi Arabia;Food;Eggs;2022;342
686;Senegal;Production;Poultry Meat;2022;142
686;Senegal;Import quantity;Poultry Meat;2022;2
686;Senegal;Stock Variation;Poultry Meat;2022;0
686;Senegal;Export quantity;Poultry Meat;2022;0
686;Senegal;Domestic supply quantity;Poultry Meat;2022;144
686;Senegal;Residuals;Poultry Meat;2022;0
686;Senegal;Food;Poultry Meat;2022;144
686;Senegal;Production;Eggs;2022;69
686;Senegal;Import quantity;Eggs;2022;6
686;Senegal;Stock Variation;Eggs;2022;0
686;Senegal;Export quantity;Eggs;2022;0
686;Senegal;Domestic supply quantity;Eggs;2022;75
686;Senegal;Losses;Eggs;2022;6
686;Senegal;Residuals;Eggs;2022;0
686;Senegal;Food;Eggs;2022;63
688;Serbia;Production;Poultry Meat;2022;116
688;Serbia;Import quantity;Poultry Meat;2022;23
688;Serbia;Stock Variation;Poultry Meat;2022;0
688;Serbia;Export quantity;Poultry Meat;2022;7
688;Serbia;Domestic supply quantity;Poultry Meat;2022;131
688;Serbia;Residuals;Poultry Meat;2022;0
